ID	TITLE EN	TITLE DE	TITLE FR	TITLE ES	DESCRIPTION EN	DESCRIPTION DE	DESCRIPTION FR	DESCRIPTION ES																		
26	Chairing meetings	Vorsitz bei Sitzungen		Presidir reuniones	This lesson teaches useful expressions for those who need to chair meetings in English. After studying vocabulary for describing the skills and roles of a chairperson, listen to a dialogue in which the managers of a language training centre discuss their company’s advertising strategy. Key expressions used by the chairperson of the meeting are studied. 	Die Lektion vermittelt nützliche Ausdrücke für Leute, die auf Englisch ein Meeting leiten müssen. Nachdem der Wortschatz gelernt wurde, um die Fähigkeiten und Rollen eines Vorsitzenden/einer Vorsitzenden zu beschreiben, hören Sie einen Dialog, in dem die Manager eines Sprachtraining-Zentrums ihre Werbestrategie besprechen. Der Schlüsselwortschatz für Vorsitzende von Meetings wird gelernt. 		Esta lección enseña expresiones útiles para aquellos que necesitan presidir reuniones en inglés. Después de estudiar el vocabulario para describir las habilidades y roles de un presidente, escuche un diálogo en el que los gerentes de un centro de capacitación de idiomas discuten la estrategia publicitaria de su empresa. Se estudian las expresiones clave utilizadas por el presidente de la reunión.																		SUPPORT DE COURS
64	Groupon culture	Groupon-Kultur		Cultura del Grupon	The topic of this lesson is coupon marketing and the American internet company, Groupon. Read an article about Groupon’s business model and its impact on the UK's discount marketplace. 	Das Thema dieser Lektion ist Coupon-Marketing und die amerikanische Internetfirma Groupon. Lesen Sie einen Artikel über das Geschäftsmodell von Groupon und seine Auswirkungen auf den britischen Rabattmarkt. 		El tema de esta lección es el marketing de cupones y la empresa estadounidense de Internet Groupon. Lea un artículo sobre el modelo comercial de Groupon y su impacto en el mercado de descuentos del Reino Unido.																		SUPPORT DE COURS
88	Negotiating deals	Verhandlung von  Geschäften		Negociar acuerdos	This lesson teaches useful language for those who need to negotiate in English. After studying vocabulary for describing the different stages in a negotiation, listen to two extracts from a negotiation and study the tactics and key structures that are used by each side to make proposals, bargain, and reach a deal.	Die Lektion vermittelt nützliche Redemittel für diejenigen, die auf Englisch verhandeln müssen. Nachdem Sie Wortschatz gelernt haben, um die verschiedenen Phasen einer Verhandlung zu beschreiben, hören Sie zwei Auschnitte aus einer Verhandlung und lernen Taktiken und Schlüsselstrukturen, die von der jeweiligen Seite genutzt werden, um Vorschläge zu machen, den Preis zu drücken und zu einer Einigung zu kommen. 		Esta lección enseña lenguaje útil para aquellos que necesitan negociar en inglés. Después de estudiar el vocabulario para describir las diferentes etapas de una negociación, escuche dos extractos de una negociación y estudie las tácticas y estructuras clave que utiliza cada parte para hacer propuestas, negociar y llegar a un acuerdo.																		SUPPORT DE COURS
3	Advertising and promotion	Werbung und  Verkaufsförderung		Publicidad y promoción	Learn useful words and phrases for talking about advertising methods and promotional strategies.	Sie lernen nützliche Wörter und Wendungen, um über Werbemethoden und Werbestrategien zu sprechen. 		Aprenda palabras y frases útiles para hablar sobre métodos publicitarios y estrategias promocionales.																		SUPPORT DE COURS
16	Business idioms 2	Geschäftliche  Redewendungen 2		Expresiones idiomáticas de negocios 2	Learn 13 more English idioms used in business.	Lernen Sie 13 weitere englische Redewendungen, die im Geschäftsleben verwendet werden. 		Aprenda 13 expresiones idiomáticas más utilizadas en los negocios.																		SUPPORT DE COURS
497	The job interview	Das Vorstellungsgespräch		Entrevista de trabajo	This lesson is useful for those who are preparing to attend a job interview as well as those who need to interview candidates in English. The lesson presents key adjectives for describing personal characteristics as well as common words and expressions used for writing a CV. Look at a variety of typical questions that can be asked during a job interview and then listen to a dialogue between an interviewer and a candidate. 	Diese Lektion ist sowohl für diejenigen nützlich, die sich auf ein Bewerbungsgespräch vorbereiten, als auch für diejenigen, die Bewerber auf Englisch befragen müssen. Die Lektion stellt Schlüsseladjektive vor, um Persönlichkeitsmerkmale zu beschreiben sowie übliche Wörter und Ausdrücke, um einen Lebenslauf zu schreiben. Sie sehen sich eine Reihe an typischen Fragen an, die während eines Bewerbungsgesprächs gestellt werden können und hören dann einen Dialog zwischen einem Personaler und einem Bewerber. 		Esta lección es útil para aquellos que se están preparando para asistir a una entrevista de trabajo, así como para aquellos que necesitan entrevistar candidatos en inglés. La lección presenta adjetivos clave para describir características personales, así como palabras y expresiones comunes utilizadas para escribir un CV. Mire una variedad de preguntas típicas que se pueden hacer durante una entrevista de trabajo y luego escuche un diálogo entre un entrevistador y un candidato.																		SUPPORT DE COURS
550	Work	Arbeit		Trabajo	In this lesson you will learn useful terms, phrases and idioms for describing different jobs. The lesson includes a pairwork activity in which students interview each other about their work.	In dieser Lektion werden Sie nützliche Ausdrücke, Wendungen und Redewendungen lernen, um verschiedene Berufe zu beschreiben. Die Lektion beinhaltet eine Partnerarbeit, in der die Lernenden sich gegenseitig über ihre Arbeit befragen. 		En esta lección, aprenderá términos, frases y expresiones idiomáticas útiles para describir diferentes trabajos. La lección incluye una actividad de trabajo en parejas en la que los estudiantes se entrevistan sobre su trabajo.																		SUPPORT DE COURS
159	You’re fired!	Sie sind entlassen!		¡Está despedido!	Read an article about how companies in the UK deal with employees who have committed offences at work and in their leisure time. Terms for describing different offences, crimes and aspects of the legal system are studied. In the grammar exercises review and practise the first, second, third and mixed conditionals. 	Sie lesen einen Artikel darüber, wie ein Unternehmen in Großbritannien mit Mitarbeitern umgeht, die bei der Arbeit oder in ihrer Freizeit Straftaten begangen haben. Ausdrücke für verschiedene Straftaten, Verbrechen und Aspekte des Rechtssystems werden gelernt. In den Grammatikübungen wiederholen Sie den ersten, zweiten und dritten Bedingungssatz sowie die gemischten Bedingungssätze (conditionals).		Lea un artículo sobre cómo las empresas del Reino Unido tratan a los empleados que han cometido delitos en el trabajo y en su tiempo libre. Se estudian términos para describir diferentes delitos, crímenes y aspectos del sistema legal. En los ejercicios de gramática repase y practique el primer, segundo, y tercer condicional y los mixtos.																		SUPPORT DE COURS
108	Selecting a job candidate	Auswahl eines Bewerbers		Seleccionar a un candidato de trabajo	Learn general expressions for discussing and selecting suitable candidates for a job. The lesson is especially useful for those who work in human resources or management.	Sie lernen allgemeine Ausdrücke, um über geeignete Kandidaten für eine Stelle zu diskutieren und diese dann auszuwählen. Diese Lektion eignet sich besonders für diejenigen, die im Personalbereich oder im Management arbeiten. 		Aprenda expresiones generales para discutir y seleccionar candidatos adecuados para un trabajo. La lección es especialmente útil para quienes trabajan en recursos humanos o administración.																		SUPPORT DE COURS
122	Stress relief	Stressabbau		Alivio del estrés	Read an article about an unusual method of relieving stress involving volunteers from Madrid. In the grammar section of the lesson, reduced relative clauses are studied and practised. 	Sie lesen einen Artikel über eine ungewöhnliche Methode Stress abzubauen, an der freiwillige Hilfskräfte aus Madrid beteiligt sind. Im Grammatikteil der Lektion werden abgekürzte Relativsätze (reduced relative clauses) gelernt und geübt. 		Lea un artículo sobre un método inusual para aliviar el estrés que involucra a voluntarios de Madrid. En la sección de gramática de la lección, se estudian y practican las cláusulas relativas reducidas.																		SUPPORT DE COURS
12	Burnout	Burnout		Agotamiento	The topic of this lesson is occupational burnout. Read an article about a French proposal allowing employees the right not to send emails out of hours.	Das Thema der Lektion ist Burn-Out durch den Beruf. Sie lesen einen Artikel über einen französischen Gesetzesvorschlag, der Angestellten das Recht geben soll, außerhalb der Arbeitszeit nicht auf E-Mails antworten zu müssen. 		El tema de esta lección es el desgaste profesional. Lea un artículo sobre una propuesta francesa que permite a los empleados el derecho a no enviar correos electrónicos fuera de horario.																		SUPPORT DE COURS
62	Funny business	Lustige Sache		Negocio gracioso	How can comedy be useful in a business environment? That's the topic of this lesson plan. Read an article on the benefits of improvisational comedy in business and discuss whether learning improv would be useful in their professions.	Wie kann Theater in einer Arbeitsumgebung nützlich sein? Das ist das Thema dieses Stundenentwurfs. Sie lesen einen Artikel über die Vorteile von Improvisationstheater im Geschäftsleben und sprechen darüber, ob es bei Ihrem Beruf nützlich sein könnte, zu improvisieren. 		¿Cómo puede ser útil la comedia en un entorno empresarial? Ese es el tema de este plan de clases. Lea un artículo sobre los beneficios de la comedia de improvisación en los negocios y analice si aprender a improvisar sería útil en sus profesiones.																		SUPPORT DE COURS
158	Writing emails	E-Mails schreiben		Escribir e-mails	This lesson teaches useful words and expressions for writing emails in English. The lesson warms up with a vocabulary exercise in which you study some common terms for describing emails and email features, e.g. attachment, read receipt, disclaimer, etc. The worksheet then presents a variety of words and expressions that can be written in formal or informal style. 	Diese Lektion vermittelt nützliche Wörter und Ausdrücke, um E-Mails auf Englisch zu schreiben. Die Lektion beginnt mit einer Wortschatzübung, in der Sie einige übliche Ausdrücke zum Beschreiben von E-Mails und Merkmalen von E-Mails lernen, zum Beispiel Anhang, Lesebestätigung, Widerruf etc. Das Arbeitsblatt stellt dann eine Reihe an Wörtern und Ausdrücken vor, die im formellen oder informellen Stil gehalten werden können. 		Esta lección enseña palabras y expresiones útiles para escribir correos electrónicos en inglés. La lección comienza con un ejercicio de vocabulario en el que se estudia algunos términos comunes para describir correos electrónicos y funciones del mismo, ej. archivo adjunto, recibo de lectura, descargo de responsabilidad, etc. La hoja de trabajo presenta una variedad de palabras y expresiones que se pueden usar en estilo formal o informal.																		SUPPORT DE COURS
103	Querying figures	Abfragen von Zahlen		Consultar las cifras	Learn how to query figures in English. Vocabulary for describing different numerical mistakes is studied. Listen to a phone call in which the speakers report and explain errors. The key expressions used for reporting an error, quoting a discrepancy, explaining an error and promising action are studied and practised.	Lernen Sie Zahlen auf Englisch zu erfragen. Wortschatz, um verschiedene numerische Fehler zu beschreiben, wird hier gelernt. Sie hören ein Telefongespräch, in dem die Sprecher über ihre Fehler berichten und Fehler erklären. Wichtige Ausdrücke, um über einen Fehler zu berichten, Abweichungen anzugeben, Fehler zu erklären und versprechen, etwas dagegen zu unternehmen, werden gelernt und geübt. 		Aprenda a consultar cifras en inglés. Se estudia el vocabulario para describir diferentes errores numéricos. Escuche una llamada telefónica en la que las personas informan y explican errores. Se estudian y practican las expresiones clave utilizadas para reportar o explicar  un error, citar una discrepancia, y prometer acción a futuro.																		SUPPORT DE COURS
17	Business idioms 3	Geschäftliche  Redewendungen 3		Expresiones idiomáticas de negocios 3	Learn 13 more English idioms used in business.	Lernen Sie 13 weitere englische Redewendungen, die im Geschäftsleben verwendet werden. 		Aprenda 13 expresiones idiomáticas empresariales más.																		SUPPORT DE COURS
84	Meeting reports	Besprechungsberichte		Informes de reuniones	This lesson teaches the vocabulary and grammar necessary for taking meeting minutes in English. Listen to a dialogue of a meeting and read an extract from the minutes.	Diese Lektion vermittelt Wortschatz und Grammatik, die für das Protokollschreiben bei Besprechungen nötig sind. Sie hören einen Dialog aus einer Besprechung und lesen einen Auszug aus dem Protokoll. 		Esta lección enseña el vocabulario y la gramática necesarios para redactar las actas de las reuniones en inglés. Escuche un diálogo de una reunión y lea un extracto del acta.																		SUPPORT DE COURS
124	Tax and Ikea	Steuern und Ikea		Ikea y los impuestos	Read about the EU investigation into Ikea's taxes, plus high-profile cases of tax avoidance. The lesson focuses on key vocabulary, text comprehension and tax terminology. 	Lesen Sie über die Ermittlungen der EU zu Ikeas Steuerzahlungen sowie bekannte Fälle von Steuerhinterziehung. Die Lektion konzentriert sich auf Schlüsselwortschatz, Textverstehen und steuerliches Vokabular. 		Lea sobre la investigación de la UE sobre los impuestos de Ikea, además de casos de evasión fiscal de gran repercusión mediática. La lección se enfoca en vocabulario clave, comprensión de textos y terminología tributaria.																		SUPPORT DE COURS
157	Workplace bullying	Mobbing am Arbeitsplatz		Bullying en el trabajo	Read an article about a case of bullying at an Australian workplace. The lesson covers some key vocabulary related to law.	Lesen Sie einen Artikel über einen Mobbingfall bei einem australischen Arbeitgeber. Die Lektion deckt Schlüsselwortschatz zur Rechtslage ab. 		Lea un artículo sobre un caso de acoso en un lugar de trabajo australiano. La lección cubre vocabulario clave relacionado con la ley.																		SUPPORT DE COURS
38	Corporate crime	Wirtschaftskriminalität		Crimen corporativo	Learn how to describe different types of corporate crime and read about big corporate scandals including Enron, Worldcom and Parmalat. 	Lernen Sie, verschiedene Arten von Wirtschaftskriminalität zu beschreiben und lesen Sie über Wirtschaftsskandale wie zum Beispiel Enron, Worldcom oder Parmalat. 		Aprenda a describir diferentes tipos de delitos corporativos y lea sobre los grandes escándalos de corporación, incluidos Enron, Worldcom y Parmalat.																		SUPPORT DE COURS
52	Ethical chocolate (listening version)	Ethische Schokolade (Hörversion)		Chocolate ético (versión de audio)	 The theme is business ethics. Listen to an interview with the founders of a UK chocolate company called Montezuma’s. The fictitious dialogue is based on an article from The Independent entitled “The innovative chocolate company with a taste for ethical trading”. The lesson also introduces a number of common phrasal verbs, which are studied and practised.	Das Thema ist Geschäftsethik. Sie hören ein Interview mit den Gründern eines britischen Schokolade-Unternehmens namens Montezuma's. Der erfundene Dialog stützt sich auf einen Artikel aus 'The Independent' mit dem Titel "Das innovative Schokolade-Unternehmen mit Geschmack an ethischem Handel". Die Lektion stellt auch eine Reihe an gebräuchlichen phrasal verbs vor, die gelernt und geübt werden. 		El tema es la ética empresarial. Escuche una entrevista con los fundadores de una empresa de chocolate del Reino Unido llamada Montezuma's. El diálogo ficticio se basa en un artículo de The Independent titulado "La empresa innovadora de chocolate con un gusto por el comercio ético". La lección también presenta una serie de verbos compuestos más comunes, que se estudian y practican.																		SUPPORT DE COURS
147	Women in business	Frauen im Beruf		Mujeres en el Negocio	Read about why there aren't more women business owners in the UK. The lesson focusses on vocabulary (key words, phrases and collocations) as well as speaking.	Sie lesen, warum es nicht mehr weibliche Unternehmensinhaber in Großbritannien gibt. Die Lektion konzentriert sich auf Wortschatz (Schlüsselwörter, Wendungen und Kollokationen) sowie auf Sprechen. 		Lea sobre por qué no hay más mujeres propietarias de empresas en el Reino Unido. La lección se centra en el vocabulario (palabras clave, frases y "collocations") además de actividades del habla.																		SUPPORT DE COURS
4	African potential	Afrikanisches Potenzial		Potencial africano	Read an article about the investment potential of Africa. The lesson includes several vocabulary and discussion activities.	Lesen Sie einen Artiel über das Investitionspotential in Afrika. Die Lektion beinhaltet einige Wortschatz- und Sprechaufgaben.		Lea un artículo sobre el potencial de inversión de África. La lección incluye varias actividades de vocabulario y discusión.																		SUPPORT DE COURS
71	Is the customer king?	Ist der Kunde König?		¿El cliente es el rey?	The theme of this lesson is customer service. Read an article about the opinions of business travellers on the customer service at hotels in different parts of the world. Words and expressions for describing customer service are practised. In the grammar section of the worksheet, tenses for describing a past experience are studied. 	Das Thema dieser Lektion ist Kundenservice. Lesen Sie einen Artikel über die Meinungen von Geschäftsreisenden über den Kundenservice in verschiedenen Teilen unserer Welt. Wörter und Ausdrücke, um Kundenservice zu beschreiben, werden geübt. Im Grammatikteil des Arbeitsblattes werden die Zeiten für das Beschreiben von vergangenen Erfahrungen gelernt. 		El tema de esta lección es el servicio al cliente. Lea un artículo sobre las opiniones de los viajeros de negocios sobre la atención al cliente en los hoteles en diferentes partes del mundo. Se practican palabras y expresiones para describir el servicio al cliente. En la sección de gramática, se estudian los tiempos para describir una experiencia pasada.																		SUPPORT DE COURS
97	Predictive shopping	Vorausschauendes Einkaufen		Compras predictivas	The topic of this lesson plan is predictive shopping -- how technology companies are predicting buyers' behaviour by collecting data. Read about a method developed by Amazon called 'anticipatory shipping'.	Das Thema dieser Lektion ist die Vorhersage von Einkaufsgewohnheiten - wie Technologieunternehmen das Einkaufsverhalten von Kunden vorhersagen können, indem sie Daten sammeln. Lesen Sie über eine von Amazon entwickelte Methode namens 'vorausschauender Versand' (anticipatory shipping).		El tema de este plan de lecciones es la compra predictiva: cómo las empresas de tecnología predicen el comportamiento de los compradores mediante la recopilación de datos. Lea acerca de un método desarrollado por Amazon llamado "anticipatory shopping" ("envío anticipado").																		
